id_venda;data;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
998;2023-05-24 14:27:56.105150;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Victor Murphy;masculino;credito
999;2023-05-24 15:56:58.954600;Canoas;Luis Fernando;Tenis Nike;Marvin Phelps;masculino;credito
1000;2023-05-24 17:07:58.114390;Canoas;Carlos Henrique;Tenis NB;Dennis Shannon;masculino;credito
1001;2023-05-24 18:20:59.246544;Canoas;Luis Fernando;Tenis Nike;Hosea Tara;masculino;credito
1002;2023-05-25 09:16:56.295740;Canoas;Carlos Henrique;Tenis Nike;Matthew Villanueva;masculino;credito
1003;2023-05-25 10:44:56.562102;Lajeado;Juliano Faccioni;Tenis Adidas;Juanita Richardson;feminino;credito
1004;2023-05-25 11:16:57.149757;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Nelda Mcaulay;feminino;credito
1005;2023-05-25 11:58:56.836043;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Kimberly Anderson;feminino;boleto
1006;2023-05-25 15:05:58.086760;Porto Alegre;Luiza Cherobini;Tenis Nike;Albert Campbell;masculino;credito
1007;2023-05-25 15:45:59.553265;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Adam Diliberto;masculino;credito
1008;2023-05-25 17:20:58.967586;Lajeado;Adriano Soares;Tenis Adidas;Melissa Hayes;feminino;credito
1009;2023-05-26 10:40:58.912605;Porto Alegre;Luiza Cherobini;Tenis NB;David Villa;masculino;credito
1010;2023-05-26 11:52:56.906002;Florianópolis;Claudia dos Santos;Tenis Fila;Laura Aguilar;feminino;boleto
1011;2023-05-26 14:23:58.562605;Florianópolis;Mario Sérgio;Tenis Nike;Edward Myers;masculino;credito
1012;2023-05-26 15:26:56.296140;Canoas;Carlos Henrique;Tenis Nike;Kayla Mattingly;feminino;credito
1013;2023-05-26 17:11:57.678633;São Paulo;Claudio Bueno;Tenis Fila;Mary Burton;feminino;boleto
1014;2023-05-26 17:12:59.634360;Caxias do Sul;Mateus Kienzle;Tenis Fila;Jeanette Daniels;feminino;pix
1015;2023-05-26 17:40:57.685754;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Molly Gates;feminino;credito
1016;2023-05-27 10:09:57.653561;Florianópolis;Mario Sérgio;Tenis Adidas;John Lozada;masculino;credito
1017;2023-05-27 11:25:57.748189;São Paulo;Cassia Moraes;Tenis Adidas;Gloria Cox;feminino;credito
1018;2023-05-28 08:41:57.664513;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Alberta Sturman;feminino;credito
1019;2023-05-28 09:18:59.012665;Florianópolis;Mario Sérgio;Tenis Nike;Debbie Posey;feminino;credito
1020;2023-05-28 11:55:56.936832;São Paulo;Claudio Bueno;Tenis Nike;Ronald Benn;masculino;credito
1021;2023-05-28 13:59:59.589448;Porto Alegre;Luiza Cherobini;Tenis Fila;Shannon Grant;masculino;credito
1022;2023-05-28 14:05:56.090538;Canoas;Luis Fernando;Tenis Fila;Crystal Knowles;feminino;credito
1023;2023-05-28 14:53:57.686221;Caxias do Sul;Mateus Kienzle;Tenis Nike;Benny Nalevanko;masculino;credito
1024;2023-05-28 15:51:56.861092;Florianópolis;Claudia dos Santos;Tenis Fila;Jodie Porter;feminino;boleto
1025;2023-05-28 16:28:57.668666;Lajeado;Adriano Soares;Tenis Nike;Steven Axelson;masculino;credito
1026;2023-05-28 17:02:58.593817;São Paulo;Cassia Moraes;Tenis Fila;Elise Rochester;feminino;credito
1027;2023-05-28 17:24:58.627396;São Paulo;Cassia Moraes;Tenis NB;Stephanie Goodson;feminino;credito
1028;2023-05-29 09:26:58.788380;Porto Alegre;Luiza Cherobini;Tenis Adidas;Sarah Wright;feminino;credito
1029;2023-05-29 09:57:58.059672;Florianópolis;Mario Sérgio;Tenis Nike;Louise Duncan;feminino;credito
1030;2023-05-29 10:23:57.498742;Lajeado;Adriano Soares;Tenis Nike;George Chen;masculino;credito
1031;2023-05-29 12:00:59.619305;Florianópolis;Claudia dos Santos;Tenis Nike;Penny Ames;feminino;credito
1032;2023-05-29 12:16:57.611654;Lajeado;Juliano Faccioni;Tenis Adidas;Kevin Mcdonald;masculino;credito
1033;2023-05-29 14:26:56.105311;São Paulo;Claudio Bueno;Tenis NB;Scarlett Richardson;feminino;credito
1034;2023-05-29 17:06:56.267547;Canoas;Luis Fernando;Tenis Adidas;Gary Chamberlain;masculino;credito
1035;2023-05-29 18:16:57.952691;Lajeado;Juliano Faccioni;Tenis Nike;Maria Swaby;feminino;credito
1036;2023-05-29 18:19:56.283856;São Paulo;Claudio Bueno;Tenis Adidas;Charles Rodriguez;masculino;credito
1037;2023-05-30 08:39:59.200894;São Paulo;Claudio Bueno;Tenis Adidas;Jean Turnipseed;feminino;boleto
1038;2023-05-30 10:44:56.315162;Florianópolis;Claudia dos Santos;Tenis NB;John Richardson;masculino;credito
1039;2023-05-30 11:26:58.291143;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Anthony Smith;masculino;credito
1040;2023-05-30 15:44:59.590264;São Paulo;Claudio Bueno;Tenis Adidas;Lindsey Tennies;feminino;boleto
1041;2023-05-30 15:48:56.602987;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Alison Foster;feminino;credito
1042;2023-05-30 16:08:58.692204;Florianópolis;Mario Sérgio;Tenis NB;Jason Betancourt;masculino;credito
1043;2023-05-30 16:39:59.009324;Caxias do Sul;Mateus Kienzle;Tenis NB;Regina Garrett;feminino;credito
1044;2023-05-30 17:41:57.859119;Lajeado;Juliano Faccioni;Tenis Nike;Jennifer Wang;feminino;credito
1045;2023-05-30 18:35:56.418936;Canoas;Carlos Henrique;Tenis Nike;Elizabeth Lazewski;feminino;credito
1046;2023-05-31 09:01:57.142908;Canoas;Luis Fernando;Tenis NB;Anna Rivera;feminino;boleto
1047;2023-05-31 10:16:59.575120;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Willie Henry;masculino;credito
1048;2023-05-31 10:49:57.501879;São Paulo;Cassia Moraes;Tenis NB;Aaron Pinera;masculino;pix
1049;2023-05-31 14:39:57.905788;Lajeado;Juliano Faccioni;Tenis NB;Brian Mcfarland;masculino;credito
1050;2023-05-31 16:05:58.514260;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Nancy Greenfeld;feminino;credito
1051;2023-05-31 16:29:59.063146;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Judy Harrington;feminino;credito
1052;2023-05-31 16:34:57.829192;São Paulo;Claudio Bueno;Tenis NB;James Yeater;masculino;credito
1053;2023-05-31 16:36:56.543262;Caxias do Sul;Mateus Kienzle;Tenis Nike;Steven Young;masculino;credito
1054;2023-05-31 16:58:56.030108;Florianópolis;Mario Sérgio;Tenis Fila;Steven Artis;masculino;credito
1055;2023-05-31 17:53:58.914875;Canoas;Carlos Henrique;Tenis NB;Pablo Fair;masculino;credito
1056;2023-05-31 18:55:57.117911;São Paulo;Claudio Bueno;Tenis Adidas;Jacquelyn Alquisira;feminino;credito
1057;2023-06-01 10:07:56.471202;Canoas;Carlos Henrique;Tenis Nike;Ann Lefler;feminino;credito
1058;2023-06-02 09:26:56.827966;Lajeado;Adriano Soares;Tenis Nike;Nancy Grissom;feminino;pix
1059;2023-06-02 10:42:59.229709;Porto Alegre;Luiza Cherobini;Tenis NB;Patrick Groeneweg;masculino;credito
1060;2023-06-02 10:51:57.249745;São Paulo;Cassia Moraes;Tenis Adidas;Gregoria David;feminino;credito
1061;2023-06-02 11:02:57.501122;São Paulo;Cassia Moraes;Tenis NB;Amiee Smith;feminino;credito
1062;2023-06-02 11:04:57.386903;Canoas;Luis Fernando;Tenis Fila;Sherry Calvery;feminino;credito
1063;2023-06-02 11:09:56.356960;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Dessie Wyatt;feminino;credito
1064;2023-06-02 11:21:57.082786;Florianópolis;Mario Sérgio;Tenis Fila;Linda Hamilton;feminino;credito
1065;2023-06-02 17:11:58.611558;Canoas;Luis Fernando;Tenis NB;Josie Jackson;feminino;credito
1066;2023-06-02 18:10:56.087479;São Paulo;Claudio Bueno;Tenis Adidas;Brian Papadopoulos;masculino;credito
1067;2023-06-03 08:49:57.040922;Canoas;Luis Fernando;Tenis Adidas;Ava Burnett;feminino;boleto
1068;2023-06-03 09:36:59.429377;Caxias do Sul;Mateus Kienzle;Tenis Fila;Clifford Christensen;masculino;credito
1069;2023-06-03 09:59:57.609817;Canoas;Carlos Henrique;Tenis Fila;Steve Booth;masculino;credito
1070;2023-06-03 10:00:56.124593;Porto Alegre;Luiza Cherobini;Tenis Fila;Lynn Pepper;feminino;credito
1071;2023-06-03 11:35:56.361697;Lajeado;Adriano Soares;Tenis Adidas;Alfonso Isaman;masculino;credito
1072;2023-06-03 11:41:58.741434;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Ines Peters;feminino;credito
1073;2023-06-03 15:34:57.302866;Lajeado;Adriano Soares;Tenis Fila;Renee Marconis;feminino;credito
1074;2023-06-03 17:28:56.755681;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Lesley Wells;feminino;credito
1075;2023-06-03 17:30:58.673474;Porto Alegre;Luiza Cherobini;Tenis Nike;Martha Murray;feminino;credito
1076;2023-06-03 18:15:57.062187;Florianópolis;Mario Sérgio;Tenis Fila;Karin Anderson;feminino;credito
1077;2023-06-04 10:03:57.611050;Porto Alegre;Luiza Cherobini;Tenis NB;Jimmie Bowles;masculino;credito
1078;2023-06-04 10:58:59.229353;Florianópolis;Claudia dos Santos;Tenis NB;Brian Barajas;masculino;credito
1079;2023-06-04 12:55:59.073452;São Paulo;Cassia Moraes;Tenis NB;Irene Robinson;feminino;credito
1080;2023-06-04 16:32:58.673530;Florianópolis;Mario Sérgio;Tenis Nike;Carolyn Miller;feminino;credito
1081;2023-06-04 17:13:58.932510;Canoas;Luis Fernando;Tenis NB;Brian Winchester;masculino;credito
1082;2023-06-04 18:19:59.515731;Canoas;Carlos Henrique;Tenis NB;Earnest Monahan;masculino;credito
1083;2023-06-05 08:43:58.234960;Canoas;Luis Fernando;Tenis Adidas;William Smith;masculino;credito
1084;2023-06-05 08:56:58.359118;Porto Alegre;Luiza Cherobini;Tenis NB;April Denard;feminino;pix
1085;2023-06-05 09:40:56.120061;Canoas;Luis Fernando;Tenis Nike;Fannie Holt;feminino;credito
1086;2023-06-05 10:50:56.755265;Florianópolis;Mario Sérgio;Tenis NB;Greg Goodson;masculino;credito
1087;2023-06-05 12:19:59.332019;São Paulo;Claudio Bueno;Tenis Nike;Steve Ibarra;masculino;credito
1088;2023-06-05 14:21:59.653147;São Paulo;Claudio Bueno;Tenis NB;Ashley Kelley;feminino;credito
1089;2023-06-05 14:33:59.307382;Canoas;Luis Fernando;Tenis NB;William Weil;masculino;credito
1090;2023-06-05 14:52:57.951228;Porto Alegre;Luiza Cherobini;Tenis Nike;Billy Rankin;masculino;credito
1091;2023-06-05 15:14:57.337074;Florianópolis;Mario Sérgio;Tenis NB;Carey Zubia;feminino;credito
1092;2023-06-05 15:29:59.416933;Lajeado;Juliano Faccioni;Tenis Nike;Sofia Kintner;feminino;credito
1093;2023-06-05 16:54:56.356017;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Dale Martens;masculino;pix
1094;2023-06-05 18:06:57.891586;Lajeado;Juliano Faccioni;Tenis NB;Wilson Mchugh;masculino;credito
1095;2023-06-06 09:27:57.141965;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Gerald Morris;masculino;credito
1096;2023-06-06 12:27:57.574435;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;David Garcia;masculino;credito
1097;2023-06-06 15:15:57.158270;Canoas;Luis Fernando;Tenis NB;Denise Morales;feminino;credito
1098;2023-06-06 15:45:57.730221;Lajeado;Juliano Faccioni;Tenis Fila;Arthur Eaton;masculino;credito
1099;2023-06-06 16:14:56.581631;Porto Alegre;Luiza Cherobini;Tenis Fila;David Eastes;masculino;credito
1100;2023-06-06 16:17:58.533154;Florianópolis;Mario Sérgio;Tenis NB;Geneva Ford;feminino;credito
1101;2023-06-06 16:29:57.339651;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Ryan Colunga;masculino;credito
1102;2023-06-07 08:58:58.315907;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Larry Mccullough;masculino;credito
1103;2023-06-07 16:08:56.490787;São Paulo;Cassia Moraes;Tenis Fila;James Tebo;masculino;credito
1104;2023-06-07 17:16:59.429703;Porto Alegre;Luiza Cherobini;Tenis Nike;Brandon Moore;masculino;credito
1105;2023-06-07 18:53:58.658360;Canoas;Luis Fernando;Tenis NB;Gregory Lacey;masculino;credito
1106;2023-06-08 08:45:58.245474;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Greg Mckesson;masculino;credito
1107;2023-06-08 11:29:59.284803;São Paulo;Claudio Bueno;Tenis Fila;Frederick Phelps;masculino;credito
1108;2023-06-08 11:50:57.252791;Canoas;Luis Fernando;Tenis Adidas;Julie Egnew;feminino;pix
1109;2023-06-08 12:15:56.106981;Canoas;Luis Fernando;Tenis Adidas;Tyrone Sanchez;masculino;credito
1110;2023-06-08 12:22:57.571883;Florianópolis;Claudia dos Santos;Tenis Adidas;Betty Miguel;feminino;credito
1111;2023-06-08 12:33:56.079855;Florianópolis;Claudia dos Santos;Tenis Fila;Shirley Sandifer;feminino;credito
1112;2023-06-08 13:33:58.166360;Florianópolis;Claudia dos Santos;Tenis Adidas;Moira Hillhouse;feminino;credito
1113;2023-06-08 17:32:56.338703;Florianópolis;Claudia dos Santos;Tenis NB;Robert Calderon;masculino;boleto
1114;2023-06-09 09:32:56.367399;Florianópolis;Mario Sérgio;Tenis NB;Margaret Jackson;feminino;credito
1115;2023-06-09 15:57:57.534894;Caxias do Sul;Mateus Kienzle;Tenis Fila;Joseph Cryer;masculino;credito
1116;2023-06-09 16:13:59.182265;Porto Alegre;Luiza Cherobini;Tenis Fila;Randall Maddox;masculino;credito
1117;2023-06-09 17:58:56.418787;São Paulo;Cassia Moraes;Tenis Adidas;Mary Graham;feminino;credito
1118;2023-06-10 10:33:57.231251;Florianópolis;Mario Sérgio;Tenis NB;Janetta Ortiz;feminino;credito
1119;2023-06-10 10:47:57.384060;Porto Alegre;Luiza Cherobini;Tenis Nike;Alicia Johnson;feminino;credito
1120;2023-06-10 12:28:56.322952;Caxias do Sul;Mateus Kienzle;Tenis Nike;Katerine Stewart;feminino;credito
1121;2023-06-10 14:41:57.881483;Lajeado;Juliano Faccioni;Tenis Fila;Neil Graham;masculino;pix
1122;2023-06-10 15:07:59.180791;Canoas;Carlos Henrique;Tenis NB;Edward Kane;masculino;credito
1123;2023-06-10 16:37:57.723215;Lajeado;Adriano Soares;Tenis Adidas;Michael Romeo;masculino;credito
1124;2023-06-10 18:08:58.725846;Porto Alegre;Luiza Cherobini;Tenis Nike;Anita Wozny;feminino;credito
1125;2023-06-10 18:22:57.859327;São Paulo;Cassia Moraes;Tenis Adidas;Glory Flood;feminino;credito
1126;2023-06-11 10:26:59.063477;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Robin Wright;feminino;credito
1127;2023-06-11 13:31:58.333116;Porto Alegre;Luiza Cherobini;Tenis Nike;Kenneth Wren;masculino;credito
1128;2023-06-11 16:35:57.284721;Porto Alegre;Rodrigo Tadewald;Tenis NB;Mildred Walker;feminino;pix
1129;2023-06-11 17:20:57.342502;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Patty Odaniel;feminino;credito
1130;2023-06-11 17:39:59.378559;Lajeado;Adriano Soares;Tenis NB;Joel Ruiz;masculino;pix
1131;2023-06-11 18:36:59.073491;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;John Sackett;masculino;credito
1132;2023-06-12 09:11:58.629018;Florianópolis;Mario Sérgio;Tenis NB;Abigail Schwart;feminino;credito
1133;2023-06-12 09:49:58.522246;Porto Alegre;Luiza Cherobini;Tenis Fila;Jennifer Traino;feminino;credito
1134;2023-06-12 09:49:59.552634;Florianópolis;Claudia dos Santos;Tenis Fila;Lena Helms;feminino;credito
1135;2023-06-12 12:23:59.097753;Canoas;Luis Fernando;Tenis Nike;Sean Thomas;masculino;credito
1136;2023-06-12 13:33:58.740477;Canoas;Carlos Henrique;Tenis Fila;Lawrence Newton;masculino;credito
1137;2023-06-12 15:45:58.852788;Florianópolis;Mario Sérgio;Tenis Fila;Sean Hall;masculino;credito
1138;2023-06-12 18:00:59.573704;Florianópolis;Claudia dos Santos;Tenis NB;Donna Fetter;feminino;credito
1139;2023-06-12 18:05:56.190759;Porto Alegre;Rodrigo Tadewald;Tenis NB;Ida Kabrick;feminino;credito
1140;2023-06-12 18:08:56.153537;Canoas;Luis Fernando;Tenis Nike;Larry Eastlick;masculino;pix
1141;2023-06-13 08:27:58.493399;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;James Merida;masculino;credito
1142;2023-06-13 12:46:56.888546;Lajeado;Adriano Soares;Tenis Fila;Brad Parsons;masculino;credito
1143;2023-06-13 14:12:58.845830;Florianópolis;Mario Sérgio;Tenis Nike;Lisa Shimizu;feminino;credito
1144;2023-06-13 15:37:56.751915;Canoas;Carlos Henrique;Tenis Fila;Michael Thom;masculino;credito
1145;2023-06-14 09:14:58.228525;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;George Miller;masculino;pix
1146;2023-06-14 10:16:58.702852;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Jorge Cook;masculino;credito
1147;2023-06-14 10:28:58.324964;Caxias do Sul;Mateus Kienzle;Tenis Nike;Terry Cochran;masculino;credito
1148;2023-06-14 11:49:57.528204;São Paulo;Cassia Moraes;Tenis Nike;Michael Sutton;masculino;credito
1149;2023-06-14 11:54:56.529786;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Christie Nolan;feminino;credito
1150;2023-06-14 12:06:59.285259;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Melissa Glasgow;feminino;credito
1151;2023-06-14 12:16:58.469400;Canoas;Luis Fernando;Tenis NB;Mary Aiton;feminino;credito
1152;2023-06-14 17:18:56.680423;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Jennifer Barnett;feminino;credito
1153;2023-06-14 18:14:57.756494;Florianópolis;Claudia dos Santos;Tenis Adidas;Jonathan Ferko;masculino;credito
1154;2023-06-15 10:36:56.747794;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Geneva Pizzo;feminino;credito
1155;2023-06-15 11:26:58.872010;São Paulo;Cassia Moraes;Tenis Fila;John Friedman;masculino;credito
1156;2023-06-15 12:35:58.755322;Lajeado;Juliano Faccioni;Tenis NB;Kimberly Greene;feminino;credito
1157;2023-06-15 13:48:57.234751;Canoas;Luis Fernando;Tenis Fila;Gloria Lovins;feminino;credito
1158;2023-06-15 14:03:59.274019;Porto Alegre;Luiza Cherobini;Tenis Adidas;Setsuko Lacy;feminino;pix
1159;2023-06-15 16:40:57.501076;Porto Alegre;Luiza Cherobini;Tenis NB;Herbert Clark;masculino;credito
1160;2023-06-15 17:27:56.470483;Lajeado;Juliano Faccioni;Tenis NB;April Harrison;feminino;credito
1161;2023-06-15 18:04:59.284034;Canoas;Carlos Henrique;Tenis Adidas;Carol Ligon;feminino;credito
1162;2023-06-15 18:09:57.391573;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Linda Brien;feminino;credito
1163;2023-06-15 18:28:59.359000;Florianópolis;Claudia dos Santos;Tenis Fila;Johnny Taylor;masculino;credito
1164;2023-06-16 09:18:57.273368;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Brian Fisher;masculino;credito
1165;2023-06-16 10:11:56.368798;Caxias do Sul;Mateus Kienzle;Tenis NB;Angela Galindo;feminino;credito
1166;2023-06-16 11:29:59.050522;Canoas;Luis Fernando;Tenis Fila;Marilyn Holloway;feminino;credito
1167;2023-06-16 11:42:56.708287;Porto Alegre;Luiza Cherobini;Tenis Nike;Darnell Barber;masculino;credito
1168;2023-06-16 13:24:59.316822;Porto Alegre;Luiza Cherobini;Tenis Adidas;Deborah Uppencamp;feminino;credito
1169;2023-06-16 16:19:57.477953;São Paulo;Claudio Bueno;Tenis Nike;Charles Faulds;masculino;credito
1170;2023-06-17 09:55:58.495519;Lajeado;Juliano Faccioni;Tenis Nike;Lisa Gate;feminino;credito
1171;2023-06-17 10:09:56.839260;Lajeado;Adriano Soares;Tenis Nike;Melanie Poynter;feminino;credito
1172;2023-06-17 11:12:56.418828;Porto Alegre;Luiza Cherobini;Tenis NB;William Wallace;masculino;credito
1173;2023-06-17 12:14:57.680850;Porto Alegre;Luiza Cherobini;Tenis Adidas;Miles Ferrell;masculino;credito
1174;2023-06-17 12:22:56.462088;Porto Alegre;Luiza Cherobini;Tenis Nike;Mildred Quandt;feminino;credito
1175;2023-06-17 14:19:58.439783;Canoas;Carlos Henrique;Tenis Nike;Kathleen Couch;feminino;boleto
1176;2023-06-17 18:53:57.088087;São Paulo;Claudio Bueno;Tenis Adidas;Linda Lanius;feminino;credito
1177;2023-06-18 07:59:56.918036;Florianópolis;Claudia dos Santos;Tenis Nike;Catherine Gudino;feminino;credito
1178;2023-06-18 09:13:56.325690;Florianópolis;Mario Sérgio;Tenis Fila;Tracy Sine;masculino;pix
1179;2023-06-18 11:21:56.314407;Lajeado;Adriano Soares;Tenis Fila;Diane Hernandez;feminino;credito
1180;2023-06-18 12:57:58.741385;Lajeado;Juliano Faccioni;Tenis Nike;Dorothy Coleman;feminino;credito
1181;2023-06-18 13:22:58.260833;Porto Alegre;Luiza Cherobini;Tenis Adidas;Derrick Bourg;masculino;credito
1182;2023-06-18 13:34:58.609927;Lajeado;Juliano Faccioni;Tenis Adidas;Erica Garmon;feminino;credito
1183;2023-06-18 15:13:57.641571;Lajeado;Juliano Faccioni;Tenis NB;Latoya Bryant;feminino;credito
1184;2023-06-18 15:33:59.191155;Caxias do Sul;Mateus Kienzle;Tenis Fila;Carry Beebe;feminino;credito
1185;2023-06-18 16:33:57.158326;Lajeado;Juliano Faccioni;Tenis NB;Martha Powers;feminino;credito
1186;2023-06-18 17:14:56.408234;São Paulo;Cassia Moraes;Tenis Nike;Frances Anderson;feminino;credito
1187;2023-06-18 17:16:57.301938;Porto Alegre;Luiza Cherobini;Tenis Adidas;Monica Whalen;feminino;credito
1188;2023-06-18 18:28:58.020353;Florianópolis;Mario Sérgio;Tenis NB;Jerry Blough;feminino;credito
1189;2023-06-18 18:51:57.550819;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Lisa Hendrickson;feminino;credito
1190;2023-06-19 09:29:56.382055;Caxias do Sul;Mateus Kienzle;Tenis Nike;Betsy Hess;feminino;credito
1191;2023-06-19 09:52:56.315658;Florianópolis;Mario Sérgio;Tenis NB;Corey Midden;masculino;credito
1192;2023-06-19 09:56:58.612357;Caxias do Sul;Mateus Kienzle;Tenis Adidas;John Ashworth;masculino;credito
1193;2023-06-19 11:40:57.892080;São Paulo;Claudio Bueno;Tenis Fila;Matthew Daniel;masculino;boleto
1194;2023-06-19 12:23:58.414813;Porto Alegre;Rodrigo Tadewald;Tenis NB;Tiffany Holland;feminino;credito
1195;2023-06-20 09:43:56.335430;Canoas;Carlos Henrique;Tenis Fila;Randolph Stephens;masculino;credito
1196;2023-06-20 09:52:59.030222;Canoas;Luis Fernando;Tenis Adidas;Jermaine Greggs;masculino;credito
1197;2023-06-20 10:15:56.680020;Lajeado;Adriano Soares;Tenis Fila;Samuel Murphy;masculino;credito
1198;2023-06-20 12:27:59.012311;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Anthony Bateman;masculino;credito
1199;2023-06-20 13:25:57.461300;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Jacob Carlisle;masculino;credito
1200;2023-06-20 14:57:59.033996;Porto Alegre;Luiza Cherobini;Tenis Fila;Lori Williams;feminino;credito
1201;2023-06-20 16:11:56.790404;Florianópolis;Mario Sérgio;Tenis Fila;Veronica Gould;feminino;credito
1202;2023-06-20 17:04:56.078515;Lajeado;Juliano Faccioni;Tenis Nike;Ian Davis;masculino;credito
1203;2023-06-20 17:08:56.827941;São Paulo;Cassia Moraes;Tenis Adidas;Jose Thomas;masculino;boleto
1204;2023-06-20 17:41:56.398076;Canoas;Luis Fernando;Tenis NB;Robert Moreno;masculino;credito
1205;2023-06-21 08:05:57.975736;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Douglas Johnson;masculino;credito
1206;2023-06-21 08:07:58.755804;São Paulo;Claudio Bueno;Tenis Fila;Susan Walker;feminino;credito
1207;2023-06-21 08:59:56.921739;São Paulo;Cassia Moraes;Tenis Fila;Daniel Salisbury;masculino;credito
1208;2023-06-21 10:56:57.892185;Florianópolis;Mario Sérgio;Tenis Adidas;Elanor Vang;feminino;credito
1209;2023-06-21 14:11:56.978593;Florianópolis;Claudia dos Santos;Tenis NB;Ronald Kirkland;masculino;pix
1210;2023-06-21 14:40:56.864658;Canoas;Carlos Henrique;Tenis Adidas;Rodney Berry;masculino;credito
1211;2023-06-21 15:30:58.315570;Lajeado;Juliano Faccioni;Tenis NB;Matthew Smith;masculino;credito
1212;2023-06-21 15:45:58.383177;Lajeado;Adriano Soares;Tenis Fila;Karol Hummel;feminino;credito
1213;2023-06-22 08:33:59.530133;São Paulo;Claudio Bueno;Tenis Adidas;Helen Whyms;feminino;credito
1214;2023-06-22 08:49:56.049164;São Paulo;Claudio Bueno;Tenis Nike;Barbara Phillips;feminino;credito
1215;2023-06-22 09:18:56.923924;Canoas;Luis Fernando;Tenis Adidas;Michael Shepard;masculino;boleto
1216;2023-06-22 09:24:57.033196;São Paulo;Cassia Moraes;Tenis Fila;Deborah Conner;feminino;credito
1217;2023-06-22 09:49:57.271665;Porto Alegre;Luiza Cherobini;Tenis Nike;Amy Nilsson;feminino;credito
1218;2023-06-22 10:32:58.079465;Florianópolis;Claudia dos Santos;Tenis NB;Jeffrey Labarge;masculino;boleto
1219;2023-06-22 14:45:57.369303;Canoas;Carlos Henrique;Tenis Fila;Adam Aleo;masculino;boleto
1220;2023-06-22 15:31:56.675770;Canoas;Carlos Henrique;Tenis Fila;Maria Blackwell;feminino;credito
1221;2023-06-22 16:21:56.564097;São Paulo;Claudio Bueno;Tenis NB;Denise Hill;feminino;credito
1222;2023-06-22 16:30:57.514439;Florianópolis;Mario Sérgio;Tenis Nike;Henry Ohta;masculino;credito
1223;2023-06-22 16:41:56.663506;Caxias do Sul;Mateus Kienzle;Tenis Nike;Robert Barham;masculino;credito
1224;2023-06-22 18:50:58.059755;Porto Alegre;Luiza Cherobini;Tenis Nike;Jean Conner;feminino;boleto
1225;2023-06-23 08:12:56.083993;Canoas;Luis Fernando;Tenis Nike;Clara Vicini;feminino;boleto
1226;2023-06-23 08:44:56.675291;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Mariana Long;feminino;pix
1227;2023-06-23 12:00:58.358004;Canoas;Luis Fernando;Tenis NB;Judith Dunaway;feminino;credito
1228;2023-06-23 13:01:57.425562;Porto Alegre;Luiza Cherobini;Tenis Fila;Rachelle Baker;feminino;credito
1229;2023-06-23 13:11:56.836067;São Paulo;Cassia Moraes;Tenis Fila;Michael North;masculino;credito
1230;2023-06-23 14:28:56.120442;São Paulo;Cassia Moraes;Tenis Fila;Adela Sandhu;feminino;credito
1231;2023-06-24 10:33:56.829684;Lajeado;Adriano Soares;Tenis Nike;Lori Shelton;feminino;credito
1232;2023-06-24 13:26:58.086799;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Gloria Williams;feminino;pix
1233;2023-06-24 14:01:57.511726;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Samuel Johnson;masculino;credito
